| bank.n.bnc.1065            | unclear                                |
| crew.n.Finance.140         | crew%1:14:01::                         |
| crew.n.Finance.140         | crew%1:14:01::                         |
| crew.n.Finance.140         | crew%1:14:01::                         |
| crew.n.Finance.140         | crew%1:14:01::                         |
| crew.n.Finance.146         | crew%1:14:01::                         |
| crew.n.Finance.146         | crew%1:14:01::                         |
| crew.n.Finance.146         | crew%1:14:01::                         |
| crew.n.Finance.146         | crew%1:14:01::                         |
| crew.n.Finance.148         | crew%1:14:01::                         |
| crew.n.Finance.148         | crew%1:14:01::                         |
| crew.n.Finance.148         | crew%1:14:01::                         |
| crew.n.Finance.148         | crew%1:14:01::                         |
| crew.n.Finance.155         | crew%1:14:01::                         |
| crew.n.Finance.155         | crew%1:14:01::                         |
| crew.n.Finance.155         | crew%1:14:01::                         |
| crew.n.Finance.155         | crew%1:14:01::                         |
| crew.n.Finance.165         | crew%1:14:01::                         |
| crew.n.Finance.165         | crew%1:14:01::                         |
| crew.n.Finance.165         | crew%1:14:01::                         |
| crew.n.Finance.165         | crew%1:14:01::                         |
| crew.n.Finance.168         | crew%1:14:00::                         |
| crew.n.Finance.168         | crew%1:14:00::                         |
| crew.n.Finance.168         | crew%1:14:00::                         |
| crew.n.Finance.168         | crew%1:14:00::                         |
| crew.n.Finance.169         | unclear                                |
| crew.n.Finance.169         | unlisted-sense                         |
| crew.n.Finance.169         | crew%1:14:00::                         |
| crew.n.Finance.169         | unclear                                |
| crew.n.Finance.184         | unclear                                |
| crew.n.Finance.184         | unlisted-sense                         |
| crew.n.Finance.184         | crew%1:14:00::                         |
| crew.n.Finance.184         | unclear                                |
| crew.n.Finance.185         | crew%1:14:01::                         |
| crew.n.Finance.185         | crew%1:14:00::                         |
| crew.n.Finance.185         | crew%1:14:00::                         |
| crew.n.Finance.185         | crew%1:14:01::                         |
| crew.n.Finance.201         | crew%1:14:01::                         |
| crew.n.Finance.201         | crew%1:14:02::                         |
| crew.n.Finance.201         | crew%1:14:01::                         |
| crew.n.Finance.201         | crew%1:14:00::                         |
| crew.n.Finance.205         | crew%1:14:01::                         |
| crew.n.Finance.205         | crew%1:14:01::                         |
| crew.n.Finance.205         | crew%1:14:01::                         |
| crew.n.Finance.205         | crew%1:14:01::                         |
| crew.n.Finance.207         | crew%1:14:01::                         |
| crew.n.Finance.207         | crew%1:14:01::                         |
| crew.n.Finance.207         | crew%1:14:01::                         |
| crew.n.Finance.207         | crew%1:14:01::                         |
| crew.n.Finance.209         | crew%1:14:00::                         |
| crew.n.Finance.209         | crew%1:14:01::                         |
| crew.n.Finance.209         | crew%1:14:01::                         |
| crew.n.Finance.209         | crew%1:14:01::                         |
| crew.n.Finance.221         | crew%1:14:01::                         |
| crew.n.Finance.221         | crew%1:14:01::                         |
| crew.n.Finance.221         | crew%1:14:00::                         |
| crew.n.Finance.221         | crew%1:14:01::                         |
| crew.n.Finance.241         | unclear                                |
| crew.n.Finance.241         | unclear                                |
| crew.n.Finance.241         | unclear                                |
| crew.n.Finance.241         | unclear                                |
| crew.n.Finance.244         | unclear                                |
| crew.n.Finance.244         | crew%1:14:02::                         |
